Titulo,Adress,City,ZIP/Postal Code,State/Province,Phone
PANVEL,Avenida AVENIDA ADOLFO FETTER 3300 RECANTO DE PORTUGAL,PELOTAS,96083000,RS  ,"53,3228-0438,"
PANVEL,Avenida Av Cel Marcos de Andrade  141 Centro,VIAMAO,94410050,RS  ,"51,3485-9741,"
PANVEL,Rodovia BR-101 0 KOBRASOL,SAO JOSE,88102700,SC  ,"51,32189098,"
PANVEL,Rua Avenida Rolf Wiest   Bom Retiro,JOINVILLE,89223005,SC  ,"47,3043-9040,"
PANVEL,Avenida Avenida Joao Oliveira  1 Parque Residencial Jardim do Sol,RIO GRANDE,96216000,RS  ,"53,3230-6580,"
PANVEL,Rua Rua Lauro Linhares  1693 Trindade,FLORIANOPOLIS,88036003,SC  ,"48,3269-8599,"
PANVEL,Rua Rua Padre Chagas 306 Moinhos de Ventos,PORTO ALEGRE,90570080,RS  ,"51,3311-6741,"
PANVEL,Rua Rua Doutor Bozano 973 Centro,SANTA MARIA,97015003,RS  ,"55,3217-6957,"
PANVEL,Rua Avenida General Netto 170 Centro,PASSO FUNDO,99010020,RS  ,"54,3312-5878,"
PANVEL,Rua Rua Anita Garibaldi  600 Mont Serrat,PORTO ALEGRE,90450000,RS  ,"51,3332-8300,"
PANVEL,Avenida Avenida Chui 75 Cristal,PORTO ALEGRE,90820080,RS  ,"51,3263-5663,"
PANVEL,Avenida Avenida Tupy Silveira  1401 Centro,BAGE,96400110,RS  ,"53,3241-7202,"
PANVEL,Avenida Avenida Almirante Barroso  2080 Centro,PELOTAS,96010280,RS  ,"53,3227-6235,"
PANVEL,Avenida Rua Paissandu 1343 Centro,PASSO FUNDO,99010101,RS  ,"54,3311-3258,"
PANVEL,Rua Rua Armando Odebrescht 70 Garcia,BLUMENAU,89020403,SC  ,"47,3326-7720,"
PANVEL,Avenida Avenida Engenheiro Max de Souza  1302 Coqueiros,FLORIANOPOLIS,88080000,SC  ,"48,3244-0746,"
PANVEL,Rua Rua Marechal Deodoro 26 261 Centro,CURITIBA,80020320,PR  ,"41,3324-9675,"
PANVEL,Avenida Avenida Bispo Dom Jose  2514 Batel,CURITIBA,80440080,PR  ,"41,3244-2335,"
PANVEL,Avenida Rua Jose Izidoro Biazetto  1120 Mossungue,CURITIBA,81200240,PR  ,"41,3233-7036,"
PANVEL,Avenida Avenida Vicente Machado 15 Centro,CURITIBA,80420010,PR  ,"41,3323-9177,"
PANVEL,Avenida Avenida Doutor Maur?cio Cardoso 1670 Hamburgo Velho,NOVO HAMBURGO,93510250,RS  ,"51,3527-2652,"
PANVEL,Avenida Avenida Ipiranga  4850 JD Botanico,PORTO ALEGRE,90610001,RS  ,"51,3336-1909,"
PANVEL,Avenida Avenida Santos Ferreira  1400 Marechal Rondon,CANOAS,92020001,RS  ,"51,3476-0587,"
DIMED,Rodovia PR 317 0 PARQUE INDUSTRIAL,MARINGA,87065005,PR  ,
PANVEL,Rua Rua General Carneiro 164 Centro,CURITIBA,80060150,PR  ,"41,3363-3668,"
PANVEL,Rua Rua Desembargador Costa Carvalho  605 Batel,CURITIBA,80440210,PR  ,"41,3342-5795,"
PANVEL,Rua Rua Orestes Guimaraes 720 America,JOINVILLE,89204060,SC  ,"47,3432-9176,"
PANVEL,Rua Rua Jockey Clube  155 Vila Sao Miguel,RIO GRANDE,96212730,RS  ,"53,3230-3416,"
PANVEL,Rodovia Rodovia RSC 453 KM 35  2780 Rizzo,CAXIAS DO SUL,95112360,RS  ,"54,3205-2161,"
PANVEL,Avenida Av Joao Pessoa  2324 Farroupilha,PORTO ALEGRE,90040001,RS  ,"51,3217-4088,"
PANVEL,Rua Rua Aquidaban  654 Centro,RIO GRANDE,96200480,RS  ,"53,3235-6715,"
PANVEL,Avenida Avenida Presidente Vargas  687 Parque Residencial Coelho,RIO GRANDE,96202188,RS  ,"53,3232-2462,"
PANVEL,Rua Rua Doutor Nascimento  389 Centro,RIO GRANDE,96200300,RS  ,"53,3235-7272,"
PANVEL,Avenida AV. PARAGUASSU 1214 CENTRO,XANGRI LA,95588000,RS  ,"51,3689-2041,"
PANVEL,Rua Rua Ulisses Vieira  110 VL Izabel,CURITIBA,80320090,PR  ,"41,3243-6305,"
PANVEL,Avenida Avenida Assis Brasil  2611 Cristo Redentor,PORTO ALEGRE,91010002,RS  ,"51,3329-6298,"
PANVEL,Avenida Avenida Marechal Floriano Peixoto  2160 Rebou?as,CURITIBA,80230110,PR  ,"41,3333-5633,"
PANVEL,Rua Rua Costa  29 Menino Deus,PORTO ALEGRE,90110270,RS  ,"51,3233-8202,"
DIMED,RUA Avenida Industrial Belgraff 865 Distrito Industrial,ELDORADO DO SUL,92990000,RS  ,
PANVEL,1¼ Rua Rua Nilo Pe?anha 1167 Bom Retiro,CURITIBA,80520176,PR  ,"41,3235-2400,"
PANVEL,Avenida Avenida Dom Joaquim  650 A tres vendas,PELOTAS,96020260,RS  ,"53,3227-2584,"
PANVEL,Rua Rua Casemiro de Abreu  1755 Boa Vista,PORTO ALEGRE,90420001,RS  ,"51,3332-2375,"
PANVEL,Rua Rua Vicente da Fontoura  2759 Rio Branco,PORTO ALEGRE,90640003,RS  ,"51,3328-6535,"
PANVEL,Rua Rua Alberto Folloni  1572 Ahu,CURITIBA,80540000,PR  ,"41,3352-7353,"
PANVEL,Rua Rua Joao Negrao  1561 Reboucas,CURITIBA,80230150,PR  ,"41,3332-8590,"
PANVEL,Rua Av Cel Francisco Heraclito dos Santos 609 Jardim das Americas,CURITIBA,81530000,PR  ,"41,3365-7424,"
PANVEL,Avenida Avenida Wenceslau Escobar  1933 Cristal,PORTO ALEGRE,91900000,RS  ,"51,3395-1904,"
PANVEL,Rua Rua Marques do pombal  565 Moinhos de Vento,PORTO ALEGRE,90540001,RS  ,"51,3346-7568,"
PANVEL,Rua Rua Visconde de Ouro Preto  46 Areal,PELOTAS,96077000,RS  ,"53,3273-2269,"
PANVEL,Avenida AVENIDA PARAGUASSU 444 PRAIA,OSORIO,95520974,RS  ,"51,3603-7006,"
PANVEL,Rua Rua Rocha Pombo 346 Juveve,CURITIBA,80030390,PR  ,"41,3352-2309,"
PANVEL,Avenida Avenida Baltazar de Oliveira Garcia  845 Sao Sebastiao,PORTO ALEGRE,91130001,RS  ,"51,3365-1415,"
PANVEL,Avenida Avenida Senador Souza Naves  1772 Cristo Rei,CURITIBA,80050152,PR  ,"41,3362-2112,"
PANVEL,Avenida Avenida Igua?u  2064 Agua Verde,CURITIBA,80240030,PR  ,"41,3342-4602,"
PANVEL,Rua Rua XV de Novembro  310 Centro,CURITIBA,80020310,PR  ,"41,3233-8642,"
PANVEL,Rua Rua Professor Pedro Viriato Parigot de Souza 1572 Mossungue,CURITIBA,81200100,PR  ,"41,3285-1180,"
PANVEL,Avenida Avenida Munhoz da Rocha  944 Cabral,CURITIBA,80035000,PR  ,"41,3352-5371,"
PANVEL,Avenida Av Centenario 555 Passo das Pedras,GRAVATAI,94035240,RS  ,"51,3822-7801,"
PANVEL,Avenida Av Praia de Belas  1181 Sh Praia de Belas,PORTO ALEGRE,90110970,RS  ,"51,3233-3235,"
PANVEL,Rua Rua Thomaz Flores  206 Centro,SANTA CRUZ DO SUL,96810038,RS  ,"51,3711-9063,"
PANVEL,Rua Rua Frei Caneca 530 Agron?mica,FLORIANOPOLIS,88025000,SC  ,"48,3224-7846,"
PANVEL,Avenida Avenida do Batel 1868 Batel,CURITIBA,80420090,PR  ,"41,3342-8570,"
PANVEL,Avenida Avenida Ferreira Viana  1526 Areal,PELOTAS,96085000,RS  ,"53,3026-4575,"
PANVEL,Rua Rua Benjamin Lins 680 Batel,CURITIBA,80420100,PR  ,"41,3223-5165,"
PANVEL,Avenida Avenida Bage  1142 Petropolis,PORTO ALEGRE,90460080,RS  ,"51,3328-3110,"
PANVEL,Avenida Avenida Cristovao Colombo 2999 Higienopolis,PORTO ALEGRE,90560005,RS  ,"51,3343-3018,"
PANVEL,Avenida Rua Cel Luiz Jose dos Santos 2506 Boqueirao,CURITIBA,81670400,PR  ,"41,3272-8143,"
PANVEL,Rua Rua Holanda  1551 Boa Vista,CURITIBA,82540040,PR  ,"41,3356-0773,"
PANVEL,Avenida Avenida Protasio Alves  2121 Rio Branco,PORTO ALEGRE,90410002,RS  ,"51,3388-2463,"
PANVEL,Avenida Avenida Sete de Setembro  6923 Batel,CURITIBA,80240001,PR  ,"41,3342-4023,"
PANVEL,Avenida Avenida Nilo Pecanha  3200 Chacara das Pedras,PORTO ALEGRE,91330001,RS  ,"51,3239-9532,"
PANVEL,Rua GENERAL OSORIO 1099 CENTRO,CANGUCU,96600000,RS  ,"51,34819500,9903"
PANVEL,Avenida Avenida Nilo Pecanha  95 Petropolis,PORTO ALEGRE,90470001,RS  ,"51,3388-3935,"
PANVEL,Avenida Avenida Prefeito Osmar Cunha 313  Centro 313 Centro,FLORIANOPOLIS,88015100,SC  ,"48,3333-3129,"
PANVEL,Rua Rua Bento Gon?alves 2917 Centro,NOVO HAMBURGO,93510001,RS  ,"51,3595-9023,"
PANVEL,Rua Avenida Rio Branco  533 Centro,SANTA MARIA,97010423,RS  ,"55,3223-8249,"
PANVEL,Rua Rua Brigadeiro Franco  420 Merces,CURITIBA,80430210,PR  ,"41,3224-2577,"
PANVEL,Rodovia Rod BR 101 KM 211 Esq SC  407 Industrial,SAO JOSE,88104800,SC  ,"48,3288-2345,"
PANVEL,Rua Rua Humberto de Alencar Castelo Branco 374 Centro,PINHAL,95599000,RS  ,"51,3682-2699,"
PANVEL,Avenida Avenida Rio Branco  425  Sao Pelegrino,CAXIAS DO SUL,95010060,RS  ,"54,3214-8000,"
PANVEL,Avenida Avenida Joao Correa  532 Centro,SAO LEOPOLDO,93020690,RS  ,"51,3554-3641,"
PANVEL,Avenida Avenida Presidente Kennedy  2434 Agua Verde,CURITIBA,80610010,PR  ,"41,3345-0144,"
PANVEL,Estrada Av Eduardo Prado  1901 Cavalhada,PORTO ALEGRE,91751000,RS  ,"51,3244-6380,"
PANVEL,Rua Rua Quinze de Novembro 318 Centro,PASSO FUNDO,99010090,RS  ,"54,3311-3848,"
PANVEL,Avenida Avenida Candido Hartmann  1580 Merces,CURITIBA,80710570,PR  ,"41,3339-4255,"
PANVEL,Rua Avenida Getulio Vargas  525 n? 525,OSORIO,95520000,RS  ,"51,3663-1608,"
PANVEL,Rua Rua Francisco Rocha  2195 Bigorrilho,CURITIBA,80710540,PR  ,"41,3339-0775,"
PANVEL,Avenida Av Paraguassu  2786 Centro,CAPAO DA CANOA,95555000,RS  ,"51,3665-4151,"
PANVEL,Rua Rua Goncalves Chaves  2920 Centro,PELOTAS,96015560,RS  ,"53,3227-7232,"
PANVEL,Avenida Avenida Tupy Silveira  1887 Centro,BAGE,96400110,RS  ,"53,3247-1034,"
PANVEL,Rua Rua General Neto  1097 Centro,SANTA MARIA,97050241,RS  ,"55,3217-8016,"
PANVEL,Rua Rua Dom Alberto Goncalves  700 Merces,CURITIBA,80510340,PR  ,"41,3336-1447,"
PANVEL,Rua RUA VISCONDE DE MAUA 431 CENTRO,ARROIO GRANDE,96330000,RS  ,"53,3262-1591,"
PANVEL,Avenida Avenida Edgar Pires de Castro  1395 Aberta dos Morros,PORTO ALEGRE,91787235,RS  ,"51,3311-3534,"
PANVEL,Rua Rua dos Andradas  1480 Centro,PORTO ALEGRE,90020010,RS  ,"51,3224-6321,"
PANVEL,Rua Avenida Madre Leonia Milito  914 Bela Suica,LONDRINA,86050270,PR  ,"43,3339-8069,"
PANVEL,Avenida Avenida Bandeirantes  961 Vila Ipiranga,LONDRINA,86010020,PR  ,"43,3345-0132,"
PANVEL,Avenida Avenida Doutor Nilo Pecanha 690 Bela Vista,PORTO ALEGRE,90470000,RS  ,"51,3330-4658,"
PANVEL,Avenida Avenida Plinio Brasil Milano  1689 Higienopolis,PORTO ALEGRE,90520002,RS  ,"51,34819903,"
PANVEL,Rua Rua Valparaiso 698 Jardim Botanico,PORTO ALEGRE,90690300,RS  ,"51,3352-5513,"
PANVEL,Avenida Avenida dos Estados  597 Agua Verde,CURITIBA,80610040,PR  ,"41,3345-1175,"
PANVEL,Rua Rua Mateus Leme  2690 Centro Civico,CURITIBA,80530010,PR  ,"41,3352-6962,"
PANVEL,Avenida Avenida Dom Joaquim 603 Vendas,PELOTAS,96020260,RS  ,"51,34819500,9903"
PANVEL,Rua Rua Quinze de Novembro  2755 Sao Miguel,URUGUAIANA,97502784,RS  ,"55,3413-8934,"
PANVEL,Rua Rua Tronca  2730 Rio Branco,CAXIAS DO SUL,95010100,RS  ,"54,3204-1115,"
PANVEL,Avenida Avenida Curitiba 354 Zona 4,MARINGA,87014130,PR  ,"51,34819500,9903"
PANVEL,Avenida Avenida Prefeito Erasto Gaertner  1678 Bacacheri,CURITIBA,82515000,PR  ,"41,3356-6505,"
PANVEL,Rua Rua Esp?rito Santo  1340 Centro,LONDRINA,86020420,PR  ,"43,3323-8440,"
PANVEL,Rua Rua Bento Goncalves 81 Praia,TORRES,95560000,RS  ,"51,3664-1475,"
PANVEL,Rua Rua  Doutor Pestana  20 Centro,IJUI,98700000,RS  ,"55,3333-1235,"
PANVEL,Rua Rua Cabral  600 Rio Branco,PORTO ALEGRE,90420121,RS  ,"51,34819500,9903"
PANVEL,Avenida GIOVANNI GRONCHI 5930 VILA ANDRADE,SAO PAULO,5724002,SP  ,"51,34819500,9903"
PANVEL,Rua Rua Professor Marcos Martini  1551 Santa Catarina,CAXIAS DO SUL,95032500,RS  ,"51,34819500,9903"
PANVEL,Avenida Avenida Mandacaru 1356 JD Carolina,MARINGA,87080113,PR  ,"51,34819500,9903"
PANVEL,Avenida Avenida Expedicionario Weber  805 Centro,SANTA ROSA,98900000,RS  ,"51,34819903,"
PANVEL,Rodovia Rodovia Mabio Goncalves Palhano 758 Gleba Fazenda Palhano,LONDRINA,86055585,PR  ,"51,34819500,9903"
PANVEL,Rua IZABEL A REDENTORA 2250 CENTRO,SAO JOSE DOS PINHAIS,83005010,PR  ,"51,34819500,9903"
PANVEL,Avenida Avenida Presidente Getulio Vargas  3307 Centro,URUGUAIANA,97501653,RS  ,"51,34819500,9903"
PANVEL,Avenida NOSSA SENHORA MEDIANEIRA 1318 CENTRO,SANTA MARIA,97060002,RS  ,"51,34819500,9903"
PANVEL,Rua BUARQUE DE MACEDO 3867 CENTRO,CARLOS BARBOSA,95185000,RS  ,"51,34819500,9903"
PANVEL,Rua SEPE 1931 CENTRO,CAPAO DA CANOA,95555000,RS  ,"51,34819500,9903"
PANVEL,Avenida PRESIDENTE VARGAS 2358 CENTRO,ESTEIO,93260084,RS  ,"51,34819500,9903"
PANVEL,Avenida COLOMBO 2720 VILA NOVA,MARINGA,87045000,PR  ,"51,34819500,9903"
PANVEL,Rua PROFESSOR BRANDAO 25 ALTO DA RUA XV,CURITIBA,80045135,PR  ,"51,34819500,9903"
PANVEL,Avenida DAS HORTENSIAS 1929 ARARIPE,GRAMADO,95670000,RS  ,"51,34819500,9903"
PANVEL,Rua RUBEM BERTA 1445 CENTRO,TRAMANDAI,95590000,RS  ,"51,34819500,9903"
PANVEL,Avenida CAVIUNA 472 BAIRRO ALTO,CURITIBA,82840123,PR  ,"51,34819500,9903"
PANVEL,Avenida DO FORTE 1396 VILA IPIRANGA,PORTO ALEGRE,91360001,RS  ,"51,34819500,9903"
FARMACIA MOSSMANN,Rua DOM GUILHERME MULLER 939 CENTRO,ARROIO DO TIGRE,96950000,RS  ,"51,37471292,"
ASSOCIADAS,Avenida TERESOPOLIS 3169 TERESOPOLIS,PORTO ALEGRE,90870001,RS  ,"51,33364786,51"
AGAFARMA,Rua BARAO DO AMAZONAS 716 PETROPOLIS,PORTO ALEGRE,90670001,RS  ,",51333015100,"
ASSOCIADAS,Rua JULIO DE CASTILHOS 1300 CENTRO,SAO NICOLAU,97880000,RS  ,"55,33631285,"
ASSOCIADAS,1¼ Rua INTEGRA?AO 719 CENTRO,ENTRE IJUIS,98855000,RS  ,"55,33291314,"
AGAFARMA,Avenida ASSIS BRASIL 372 CENTRO,ARROIO DO SAL,95585000,RS  ,",51368717660,"
ASSOCIADAS,Avenida DOS PINHAIS 20 CENTRO,MORRO REDONDO,96150000,RS  ,"53,32211192,"
ASSOCIADAS,Rua DEPUTADO OSVALDO BAS 728 CENTRO,TERRA DE AREIA,95535000,RS  ,
AGAFARMA,Rua INDEPEDENCIA 580 VILA CAMPOS,TAPEJARA,99950000,RS  ,"54,33441750,"
ASSOCIADAS,Rua RUA FRANCISCO TIMM 710 LAJEADO PESSEGUEIRO  DISTRITO ,SANTA ROSA,98900000,RS  ,",5535122298,"
ASSOCIADAS,Avenida AMERICA 323 LAJEADO PESSEGUEIRO  DISTRITO ,SANTA ROSA,98900000,RS  ,"55,35122298,"
ASSOCIADAS,Rua DR FRANCISCO TIMM 656 LAJEADO PESSEGUEIRO  DISTRITO ,SANTA ROSA,98900000,RS  ,"55,35122298,"
ASSOCIADAS,Avenida URUGUAI 2184 CENTRO,TUPARENDI,98940000,RS  ,"55,35122298,"
ASSOCIADAS,Avenida URUGUAI 683 ROCINHA,TRES DE MAIO,98910000,RS  ,"55,35122298,"
ASSOCIADAS,Avenida DOM PEDRO II 2124 CENTRO,SANTO CRISTO,98960000,RS  ,
FARMACIA NIVEA LTDA -MATRIZ,Rua SETE DE SETEMBRO 798 CENTRO,CERRO LARGO,97900000,RS  ,",55335914680,"
DROGASUL,Rua GENERAL PORTINHO 1450 CENTRO,SAO LUIZ GONZAGA,97800000,RS  ,
FARMACIA VENETO,Avenida JULIO DE CASTILHOS 766 CENTRO,VERANOPOLIS,95330000,RS  ,
AGAFARMA,Rua RUA CORONEL SOARES DE BARROS 1500 CENTRO,AUGUSTO PESTANA,98740000,RS  ,",55333415100,"
FARMAGUS TOTALFARMA,Rua CONDE DE EU 1228 BELA VISTA,CAXIAS DO SUL,95076090,RS  ,"54,32281015,0"
FARMACIA SANTA LUZIA,Rua RUA PINHEIRO MACHADO 1091 CENTRO,NOVA BASSANO,95360000,RS  ,"54,32731055,"
FARMACIA PADRE REUS,Avenida GETULIO VARGAS 1556 CENTRO,CAMBARA DO SUL,95480000,RS  ,"54,32511016,"
FARMACIA UNIAO,Rua BORGES DE MEDEIROS 1293 GERTRUDES,VACARIA,95200000,RS  ,"54,32311153,"
SANAR,Rua PRIMEIRO DE MAIO 876 CENTRO,CHARQUEADAS,96745000,RS  ,"51,36581617,"
ASSOCIADAS,Rua RUA DOS IMIGRANTES 677 CENTRO,SEGREDO,96910000,RS  ,
AGAFARMA,Avenida VECENTE PIGATTO 963 CENTRO,FAXINAL DO SOTURNO,97200000,RS  ,",5532632129,"
AGAFARMA,Distrito AV CONCORDIA 993 PORTO ALVES  DISTRITO ,AGUDO,96540000,RS  ,
TCHE,Avenida ANGELO BOLSSON 389 DUQUE DE CAXIAS,SANTA MARIA,97070000,RS  ,"55,32222077,0"
ASSOCIADAS,Avenida DOMINGOS DE ALMEIDA 3880 AREAL,PELOTAS,96085470,RS  ,"53,32285202,"
TCHE,Rua PRINCIPAL 30 CENTRO,RESTINGA SECA,97200000,RS  ,",64926585550,"
DROGARIA SCHAEFER,Avenida JACUI 386 CENTRO,SELBACH,99450000,RS  ,"54,33871385,1"
MB FARMCIA,Rua RUA WALDEMAR BALBE 3581 RINCAO DOS MARANDAS,SANTO ANTONIO DAS MISSOES,97870000,RS  ,"55,33671213,"
MB FARMCIA,Rua RUA CANDIDO FALCAO 1184 PASSO DE SAO BORJA,SAO BORJA,97670000,RS  ,"55,34313221,"
MB FARMCIA,Rua RUA GENERAL SALVADOR PINHEIRO MACHADO1327  CENTRO,SAO LUIZ GONZAGA,97800000,RS  ,"55,33522112,"
MB FARMCIA,Rua HELMUTH SMIDT 815 CENTRO,CERRO LARGO,97900000,RS  ,"55,33591817,"
MB FARMCIA,Rua SENADOR PINHEIRO MACHADO 2686 CENTRO,SAO LUIZ GONZAGA,97800000,RS  ,"55,33524042,"
MB FARMCIA,Rua DO COMERCIO 172 ASSIS BRASIL,IJUI,98700000,RS  ,"55,33332323,"
MB FARMCIA,Rua DO COMERCIO 307 ASSIS BRASIL,IJUI,98700000,RS  ,"55,33333333,"
MB FARMCIA,Rua MARQUES DO HERVAL 1500 CENTRO,SANTO ANGELO,98801640,RS  ,"55,33133013,"
MB FARMCIA,Avenida DAVID JOSE MARTINS 219 ASSIS BRASIL,IJUI,98700000,RS  ,"55,33330937,"
SEMPREFARMA ASSOCIADAS,Rua PRESIDENTE JUAREZ 120 SAO SEBASTIAO,PORTO ALEGRE,91060160,RS  ,"51,33444743,51"
AGAFARMA,Distrito RUA HENRIQUE SCHMADECK 61 CENTRO,AJURICABA,98750000,RS  ,
ASSOCIADAS,Rua SETE DE SETEMBRO 0 SAO VALENTIM,BENTO GONCALVES,95700000,RS  ,"54,34680048,0"
TCHE,Rua GENERAL OSORIO 501 CENTRO,PELOTAS,96020000,RS  ,"53,32274131,"
ASSOCIADAS,Rua RUA QUINZE DE NOVEMB 1101 CENTRO,OSORIO,95520000,RS  ,"51,36633763,"
ASSOCIADAS,Avenida 25 DE JULHO 575 CENTRO,DOIS IRMAOS,93950000,RS  ,"51,32189050,"
ASSOCIADAS,Avenida AV JOAO KLAUK 70 CENTRO,DOIS IRMAOS,93950000,RS  ,"51,35642003,"
FARMACIA THATY,Rua XV DE NOVEMBRO 560 CENTRO,SAO PEDRO DO SUL,97400000,RS  ,",55327611410,"
FARMACIA SAUDE,Avenida GETULIO VARGAS 139 VILA BOTUCARAI,CANDELARIA,96930000,RS  ,"51,37485629,"
AGAFARMA,Rodovia RUA OSVALDO ARANHA 119 VENDINHA,TRIUNFO,95840000,RS  ,"51,36542010,"
AGAFARMA,Rua REDENCIO FRIZZO 1435 CENTRO,NOVA ESPERANCA DO SUL,97770000,RS  ,",5532501095,"
ASSOCIADAS,Avenida DORIVAL CANDIDO LUZ  3630 SAO JERONIMO,GRAVATAI,94040000,RS  ,
FARMACIA CASSOL,1¼ Avenida QUINZE DE NOVEMBRO 1508 CENTRO,TAPERA,99490000,RS  ,"54,33851092,54"
ASSOCIADAS,Rua EUCLIDES DA CUNHA 1862 PRESIDENTE JOAO GOULART,SANTA MARIA,97090000,RS  ,"55,32229346,"
ASSOCIADAS,Avenida RIO BRANCO 139 LAJEADO PESSEGUEIRO  DISTRITO ,SANTA ROSA,98900000,RS  ,",55351261410,"
TOTAL FARMA,Rua DOUTOR MONTAURY 1142 MADUREIRA,CAXIAS DO SUL,95020190,RS  ,
FARMACIA POPULAR,Avenida GETULIO VARGAS 1053 CENTRO,SAO MARTINHO,98690000,RS  ,"55,35331193,"
DROGARIA ATUAL LTDA,Avenida JOSE BONIFACIO 337 CENTRO,MAXIMILIANO DE ALMEIDA,99890000,RS  ,"54,33971109,"
ASSOCIADAS,Rua VILA PALANQUE 1377 VILA PALANQUE  DISTRITO,VENANCIO AIRES,95800000,RS  ,"51,37412484,"
AGAFARMA,Rua CONEGO AFONSO WIEST 140 CENTRO,SANTA MARIA DO HERVAL,93995000,RS  ,"51,35671004,"
MAIS ECONOMICA,Avenida DO NAZARIO 460 OLARIA,CANOAS,92035000,RS  ,"51,3212-3787,"
MAIS ECONOMICA,Rua RUA DOS ANDRADAS 1200 CENTRO HISTORICO,PORTO ALEGRE,90020008,RS  ,"51,3907-7387,"
MAIS ECONOMICA,Rua RUA DO ACAMPAMENTO 93 CENTRO,SANTA MARIA,97050001,RS  ,"51,9651-4925,"
MAIS ECONOMICA,Avenida AV. RIO GRANDE DO SUL 64 MATHIAS VELHO,CANOAS,92330000,RS  ,"51,3464-4809,"
MAIS ECONOMICA,Rua SETE DE SETEMBRO 1319 CENTRO,CACHOEIRA DO SUL,96508011,RS  ,"51,3722-5962,"
MAIS ECONOMICA,Avenida AV. RIO GRANDE DO SUL 268 MATHIAS VELHO,CANOAS,92330000,RS  ,"51,3031-3113,"
MAIS ECONOMICA,Rua RUA VOLUNT?RIOS DA P?TRIA 387 CENTRO HISTORICO,PORTO ALEGRE,90030003,RS  ,"51,3212-3787,"
MAIS ECONOMICA,Avenida RUA JOS? LOUREIRO DA SILVA 1 CENTRO,GRAVATAI,94010000,RS  ,"51,3497-3979,"
MAIS ECONOMICA,Rua ALBERTO BINS 662 CENTRO HISTORICO,PORTO ALEGRE,90030140,RS  ,"51,3286-1818,"
MAIS ECONOMICA,Rua RUA DOS ANDRADAS 59 CENTRO,SANTANA DO LIVRAMENTO,97573001,RS  ,"51,3243-4862,"
MAIS ECONOMICA,Rua RUA VINTE E QUATRO DE OUTUBRO 826 INDEPENDENCIA,PORTO ALEGRE,90510002,RS  ,"51,3395-3137,"
MAIS ECONOMICA,Rua CEL ALFREDO BORN 452 SAO JOAO DA RESERVA,SAO LOURENCO DO SUL,96170000,RS  ,"51,3251-2655,"
MAIS ECONOMICA,Rampa RUA MARECHAL FLORIANO 12 CENTRO,PELOTAS,96015440,RS  ,"51,3227-5376,"
MAIS ECONOMICA,Rua RUA RAMIRO BARCELLOS 1673 COSTA DA SERRA,MONTENEGRO,95780000,RS  ,"51,3649-2193,"
MAIS ECONOMICA,Avenida PRESIDENTE VARGAS 1980 CENTRO,ESTEIO,93260004,RS  ,"51,3458-0878,"
MAIS ECONOMICA,Avenida AV. EMANCIPA??O 965 CENTRO,TRAMANDAI,95590000,RS  ,"51,3661-1717,"
MAIS ECONOMICA,Rua RUA J?LIO DE CASTILHOS 730 CENTRO,LAJEADO,95900000,RS  ,"51,3709-1161,"
MAIS ECONOMICA,Avenida AV. JOSE BONIF?CIO 455 CENTRO,TORRES,95560000,RS  ,"51,3664-4326,"
MAIS ECONOMICA,Rua RUA GENERAL OS?RIO 1098 CENTRO,CANGUCU,96600000,RS  ,"51,3252-3335,"
MAIS ECONOMICA,Rua RUA S?O JOS? 421 CENTRO,GUAIBA,92500000,RS  ,"51,3401-1004,"
MAIS ECONOMICA,Avenida AV. PRESIDENTE VARGAS 2130 CENTRO,ESTEIO,93260005,RS  ,"51,3459-2493,"
MAIS ECONOMICA,Rua RUA TIRADENTES 215 CENTRO,CANOAS,92010260,RS  ,"51,3428-2888,"
MAIS ECONOMICA,Rua RUA MARECHAL FLORIANO PEIXOTO 62 CENTRO HISTORICO,PORTO ALEGRE,90020060,RS  ,"51,3228-8702,"
MAIS ECONOMICA,Rua RUA INDEPEND?NCIA 465 CENTRO,SAO LEOPOLDO,93010002,RS  ,"51,3589-5997,"
MAIS ECONOMICA,Avenida PRESIDENTE VARGAS 2100/2130 CENTRO,ESTEIO,93260004,RS  ,"51,9950-6708,"
MAIS ECONOMICA,Avenida AV. PEDRO ADAMS FILHO 5451 CENTRO,NOVO HAMBURGO,93310001,RS  ,"51,3524-8034,"
MAIS ECONOMICA,Avenida RUA JOAQUIM NABUCO 182 CENTRO,NOVO HAMBURGO,93310001,RS  ,"51,3593-2281,"
MAIS ECONOMICA,Rua RUA ANDRADE NEVES 1708 CENTRO,PELOTAS,96020080,RS  ,"51,3227-0928,"
MAIS ECONOMICA,Avenida AV. BAR?O RIO BRANCO  22 CENTRO,TORRES,95560000,RS  ,"51,3626-2349,"
MAIS ECONOMICA,Avenida AV. J?LIO DE CASTILHOS 1927 CENTRO,CAXIAS DO SUL,95010005,RS  ,"51,3227-4088,"
MAIS ECONOMICA,Rua RUA LUIZ LOREA 456 CENTRO,RIO GRANDE,96200350,RS  ,"51,3233-2562,"
MAIS ECONOMICA,Rua AV. PEDRO ADAMS FILHO 5135 CENTRO,NOVO HAMBURGO,93310550,RS  ,"51,3593-7070,"
MAIS ECONOMICA,Rua GENERAL BACELAR 416/418 CENTRO,RIO GRANDE,96200370,RS  ,"51,3230-8001,"
